"Name","Location","FunctionSignature","FunctionSize"
"~APsychologicalDriveGroup","006116b0","void ~APsychologicalDriveGroup(APsychologicalDriveGroup * this)","16"
"APsychologicalDriveGroup","006116c0","undefined APsychologicalDriveGroup(APsychologicalDriveGroup * this)","21"
"DeinitialiseStatic","006116e0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","006116f0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","00611700","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","00611720","TObject * CreateObject(void)","34"
"GetClass","00611750","TClass * GetClass(APsychologicalDriveGroup * this)","6"
"Create","006117f0","bool Create(ASelfPreservationDriveGroup * this\, AActiveUnit * param_1)","342"
"CalcDriveGroup","00611950","ADriveValue CalcDriveGroup(ASelfPreservationDriveGroup * this)","411"
"~ASelfPreservationDriveGroup","00611b50","void ~ASelfPreservationDriveGroup(ASelfPreservationDriveGroup * this)","16"
"ASelfPreservationDriveGroup","00611b60","undefined ASelfPreservationDriveGroup(ASelfPreservationDriveGroup * this)","21"
"DeinitialiseStatic","00611b80","void DeinitialiseStatic(void)","1"
"InitialiseStatic","00611b90","void InitialiseStatic(void)","1"
"CreateObjectInPlace","00611ba0","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","00611bc0","TObject * CreateObject(void)","34"
"GetClass","00611bf0","TClass * GetClass(ASelfPreservationDriveGroup * this)","6"
"Avail","00611ce0","float Avail(ACommandDrive * this\, AActiveUnit * param_1)","9"
"Need","00611cf0","float Need(ACommandDrive * this\, AActiveUnit * param_1)","44"
"~ACommandDrive","00611d20","void ~ACommandDrive(ACommandDrive * this)","16"
"ACommandDrive","00611d30","undefined ACommandDrive(ACommandDrive * this)","42"
"DeinitialiseStatic","00611d60","void DeinitialiseStatic(void)","1"
"InitialiseStatic","00611d70","void InitialiseStatic(void)","1"
"CreateObjectInPlace","00611d80","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","00611da0","TObject * CreateObject(void)","34"
"GetClass","00611dd0","TClass * GetClass(ACommandDrive * this)","6"
"Avail","00611e60","float Avail(ACommunicateDrive * this\, AActiveUnit * param_1)","47"
"Need","00611ef0","float Need(ACommunicateDrive * this\, AActiveUnit * param_1)","9"
"~ACommunicateDrive","00611f00","void ~ACommunicateDrive(ACommunicateDrive * this)","16"
"ACommunicateDrive","00611f10","undefined ACommunicateDrive(ACommunicateDrive * this)","42"
"DeinitialiseStatic","00611f40","void DeinitialiseStatic(void)","1"
"InitialiseStatic","00611f50","void InitialiseStatic(void)","1"
"CreateObjectInPlace","00611f60","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","00611f80","TObject * CreateObject(void)","34"
"GetClass","00611fb0","TClass * GetClass(ACommunicateDrive * this)","6"
"Avail","006120a0","float Avail(ADeadDrive * this\, AActiveUnit * param_1)","38"
"Need","006120d0","float Need(ADeadDrive * this\, AActiveUnit * param_1)","9"
"~ADeadDrive","006120e0","void ~ADeadDrive(ADeadDrive * this)","16"
"ADeadDrive","006120f0","undefined ADeadDrive(ADeadDrive * this)","42"
"DeinitialiseStatic","00612120","void DeinitialiseStatic(void)","1"
"InitialiseStatic","00612130","void InitialiseStatic(void)","1"
"CreateObjectInPlace","00612140","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","00612160","TObject * CreateObject(void)","34"
"GetClass","00612190","TClass * GetClass(ADeadDrive * this)","6"
"Avail","00612280","float Avail(ADefecateDrive * this\, AActiveUnit * param_1)","9"
"Need","00612290","float Need(ADefecateDrive * this\, AActiveUnit * param_1)","17"
"~ADefecateDrive","006122b0","void ~ADefecateDrive(ADefecateDrive * this)","16"
"ADefecateDrive","006122c0","undefined ADefecateDrive(ADefecateDrive * this)","42"
"DeinitialiseStatic","006122f0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","00612300","void InitialiseStatic(void)","1"
"CreateObjectInPlace","00612310","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","00612330","TObject * CreateObject(void)","34"
"GetClass","00612360","TClass * GetClass(ADefecateDrive * this)","6"
"Avail","00612450","float Avail(ADefendDrive * this\, AActiveUnit * param_1)","9"
"Need","00612460","float Need(ADefendDrive * this\, AActiveUnit * param_1)","9"
"~ADefendDrive","00612470","void ~ADefendDrive(ADefendDrive * this)","16"
"ADefendDrive","00612480","undefined ADefendDrive(ADefendDrive * this)","42"
"DeinitialiseStatic","006124b0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","006124c0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","006124d0","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","006124f0","TObject * CreateObject(void)","34"
"GetClass","00612520","TClass * GetClass(ADefendDrive * this)","6"
"ADefTerritoryDrive","006125b0","undefined ADefTerritoryDrive(ADefTerritoryDrive * this)","64"
"Need","006125f0","float Need(ADefTerritoryDrive * this\, AActiveUnit * param_1)","245"
"Avail","00612820","float Avail(ADefTerritoryDrive * this\, AActiveUnit * param_1)","9"
"~ADefTerritoryDrive","00612830","void ~ADefTerritoryDrive(ADefTerritoryDrive * this)","16"
"DeinitialiseStatic","00612840","void DeinitialiseStatic(void)","1"
"InitialiseStatic","00612850","void InitialiseStatic(void)","1"
"CreateObjectInPlace","00612860","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","00612880","TObject * CreateObject(void)","34"
"GetClass","006128b0","TClass * GetClass(ADefTerritoryDrive * this)","6"
"Avail","006129a0","float Avail(ADirectiveDrive * this\, AActiveUnit * param_1)","9"
"Need","006129b0","float Need(ADirectiveDrive * this\, AActiveUnit * param_1)","9"
"~ADirectiveDrive","006129c0","void ~ADirectiveDrive(ADirectiveDrive * this)","16"
"ADirectiveDrive","006129d0","undefined ADirectiveDrive(ADirectiveDrive * this)","42"
"DeinitialiseStatic","00612a00","void DeinitialiseStatic(void)","1"
"InitialiseStatic","00612a10","void InitialiseStatic(void)","1"
"CreateObjectInPlace","00612a20","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","00612a40","TObject * CreateObject(void)","34"
"GetClass","00612a70","TClass * GetClass(ADirectiveDrive * this)","6"
"GetID","00612a80","unsigned_char GetID(TWString * param_1)","72"
"GetLocaleID","00612cc0","unsigned_int GetLocaleID(unsigned_char param_1)","15"
"GetDriveEnum","00612cd0","int GetDriveEnum(char * param_1)","48"
"GetName","00612d00","TWString * GetName(unsigned_char param_1)","15"
"Need","00612d90","float Need(AExhaustionDrive * this\, AActiveUnit * param_1)","69"
"Avail","00612e40","float Avail(AExhaustionDrive * this\, AActiveUnit * param_1)","9"
"~AExhaustionDrive","00612e50","void ~AExhaustionDrive(AExhaustionDrive * this)","16"
"AExhaustionDrive","00612e60","undefined AExhaustionDrive(AExhaustionDrive * this)","42"
"DeinitialiseStatic","00612e90","void DeinitialiseStatic(void)","1"
"InitialiseStatic","00612ea0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","00612eb0","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","00612ed0","TObject * CreateObject(void)","34"
"GetClass","00612f00","TClass * GetClass(AExhaustionDrive * this)","6"
"Avail","00612f90","float Avail(AFleeDrive * this\, AActiveUnit * param_1)","274"
"Need","00613140","float Need(AFleeDrive * this\, AActiveUnit * param_1)","9"
"~AFleeDrive","00613150","void ~AFleeDrive(AFleeDrive * this)","16"
"AFleeDrive","00613160","undefined AFleeDrive(AFleeDrive * this)","42"
"DeinitialiseStatic","00613190","void DeinitialiseStatic(void)","1"
"InitialiseStatic","006131a0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","006131b0","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","006131d0","TObject * CreateObject(void)","34"
"GetClass","00613200","TClass * GetClass(AFleeDrive * this)","6"
"Need","00613290","float Need(AFlockDrive * this\, AActiveUnit * param_1)","456"
"Avail","006134c0","float Avail(AFlockDrive * this\, AActiveUnit * param_1)","9"
"~AFlockDrive","006134d0","void ~AFlockDrive(AFlockDrive * this)","16"
"AFlockDrive","006134e0","undefined AFlockDrive(AFlockDrive * this)","42"
"DeinitialiseStatic","00613510","void DeinitialiseStatic(void)","1"
"InitialiseStatic","00613520","void InitialiseStatic(void)","1"
"CreateObjectInPlace","00613530","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","00613550","TObject * CreateObject(void)","34"
"GetClass","00613580","TClass * GetClass(AFlockDrive * this)","6"
"Need","00613610","float Need(AHungerDrive * this\, AActiveUnit * param_1)","213"
"Avail","006136f0","float Avail(AHungerDrive * this\, AActiveUnit * param_1)","47"
"~AHungerDrive","006137b0","void ~AHungerDrive(AHungerDrive * this)","16"
"AHungerDrive","006137c0","undefined AHungerDrive(AHungerDrive * this)","42"
"DeinitialiseStatic","006137f0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","00613800","void InitialiseStatic(void)","1"
"CreateObjectInPlace","00613810","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","00613830","TObject * CreateObject(void)","34"
"GetClass","00613860","TClass * GetClass(AHungerDrive * this)","6"
"Avail","00613950","float Avail(AHurtDrive * this\, AActiveUnit * param_1)","9"
"Need","00613960","float Need(AHurtDrive * this\, AActiveUnit * param_1)","41"
"~AHurtDrive","00613990","void ~AHurtDrive(AHurtDrive * this)","16"
"AHurtDrive","006139a0","undefined AHurtDrive(AHurtDrive * this)","42"
"DeinitialiseStatic","006139d0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","006139e0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","006139f0","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","00613a10","TObject * CreateObject(void)","34"
"GetClass","00613a40","TClass * GetClass(AHurtDrive * this)","6"
"Avail","00613b30","float Avail(ALeaveParkDrive * this\, AActiveUnit * param_1)","9"
"Need","00613b40","float Need(ALeaveParkDrive * this\, AActiveUnit * param_1)","9"
"~ALeaveParkDrive","00613b50","void ~ALeaveParkDrive(ALeaveParkDrive * this)","16"
"ALeaveParkDrive","00613b60","undefined ALeaveParkDrive(ALeaveParkDrive * this)","42"
"DeinitialiseStatic","00613b90","void DeinitialiseStatic(void)","1"
"InitialiseStatic","00613ba0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","00613bb0","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","00613bd0","TObject * CreateObject(void)","34"
"GetClass","00613c00","TClass * GetClass(ALeaveParkDrive * this)","6"
"Need","00613c90","float Need(ALureDrive * this\, AActiveUnit * param_1)","62"
"Avail","00613d30","float Avail(ALureDrive * this\, AActiveUnit * param_1)","6"
"~ALureDrive","00613d40","void ~ALureDrive(ALureDrive * this)","16"
"ALureDrive","00613d50","undefined ALureDrive(ALureDrive * this)","49"
"DeinitialiseStatic","00613d90","void DeinitialiseStatic(void)","1"
"InitialiseStatic","00613da0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","00613db0","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","00613dd0","TObject * CreateObject(void)","34"
"GetClass","00613e00","TClass * GetClass(ALureDrive * this)","6"
"Avail","00613e90","float Avail(AMateDrive * this\, AActiveUnit * param_1)","47"
"Need","00613f20","float Need(AMateDrive * this\, AActiveUnit * param_1)","9"
"~AMateDrive","00613f30","void ~AMateDrive(AMateDrive * this)","16"
"AMateDrive","00613f40","undefined AMateDrive(AMateDrive * this)","42"
"DeinitialiseStatic","00613f70","void DeinitialiseStatic(void)","1"
"InitialiseStatic","00613f80","void InitialiseStatic(void)","1"
"CreateObjectInPlace","00613f90","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","00613fb0","TObject * CreateObject(void)","34"
"GetClass","00613fe0","TClass * GetClass(AMateDrive * this)","6"
"Deserialise","00614070","bool Deserialise(AMusterDrive * this\, ASaveData * param_1)","88"
"Avail","006140d0","float Avail(AMusterDrive * this\, AActiveUnit * param_1)","51"
"Need","00614170","float Need(AMusterDrive * this\, AActiveUnit * param_1)","9"
"~AMusterDrive","00614180","void ~AMusterDrive(AMusterDrive * this)","16"
"AMusterDrive","00614190","undefined AMusterDrive(AMusterDrive * this)","42"
"DeinitialiseStatic","006141c0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","006141d0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","006141e0","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","00614200","TObject * CreateObject(void)","34"
"GetClass","00614230","TClass * GetClass(AMusterDrive * this)","6"
"Avail","006142c0","float Avail(APlayDrive * this\, AActiveUnit * param_1)","106"
"Need","00614390","float Need(APlayDrive * this\, AActiveUnit * param_1)","9"
"~APlayDrive","006143a0","void ~APlayDrive(APlayDrive * this)","16"
"APlayDrive","006143b0","undefined APlayDrive(APlayDrive * this)","42"
"DeinitialiseStatic","006143e0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","006143f0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","00614400","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","00614420","TObject * CreateObject(void)","34"
"GetClass","00614450","TClass * GetClass(APlayDrive * this)","6"
"Avail","00614540","float Avail(ASedateDrive * this\, AActiveUnit * param_1)","9"
"Need","00614550","float Need(ASedateDrive * this\, AActiveUnit * param_1)","68"
"~ASedateDrive","006145a0","void ~ASedateDrive(ASedateDrive * this)","16"
"ASedateDrive","006145b0","undefined ASedateDrive(ASedateDrive * this)","42"
"DeinitialiseStatic","006145e0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","006145f0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","00614600","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","00614620","TObject * CreateObject(void)","34"
"GetClass","00614650","TClass * GetClass(ASedateDrive * this)","6"
"Need","006146e0","float Need(ASickDrive * this\, AActiveUnit * param_1)","49"
"Avail","00614780","float Avail(ASickDrive * this\, AActiveUnit * param_1)","9"
"~ASickDrive","00614790","void ~ASickDrive(ASickDrive * this)","16"
"ASickDrive","006147a0","undefined ASickDrive(ASickDrive * this)","42"
"DeinitialiseStatic","006147d0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","006147e0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","006147f0","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","00614810","TObject * CreateObject(void)","34"
"GetClass","00614840","TClass * GetClass(ASickDrive * this)","6"
"Avail","00614930","float Avail(ASleepDrive * this\, AActiveUnit * param_1)","9"
"Need","00614940","float Need(ASleepDrive * this\, AActiveUnit * param_1)","17"
"~ASleepDrive","00614960","void ~ASleepDrive(ASleepDrive * this)","16"
"ASleepDrive","00614970","undefined ASleepDrive(ASleepDrive * this)","42"
"DeinitialiseStatic","006149a0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","006149b0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","006149c0","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","006149e0","TObject * CreateObject(void)","34"
"GetClass","00614a10","TClass * GetClass(ASleepDrive * this)","6"
"Avail","00614b00","float Avail(AStressDrive * this\, AActiveUnit * param_1)","9"
"Need","00614b10","float Need(AStressDrive * this\, AActiveUnit * param_1)","39"
"~AStressDrive","00614b40","void ~AStressDrive(AStressDrive * this)","16"
"AStressDrive","00614b50","undefined AStressDrive(AStressDrive * this)","42"
"DeinitialiseStatic","00614b80","void DeinitialiseStatic(void)","1"
"InitialiseStatic","00614b90","void InitialiseStatic(void)","1"
"CreateObjectInPlace","00614ba0","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","00614bc0","TObject * CreateObject(void)","34"
"GetClass","00614bf0","TClass * GetClass(AStressDrive * this)","6"
"Avail","00614c80","float Avail(ATerritoryDrive * this\, AActiveUnit * param_1)","377"
"Need","00614e90","float Need(ATerritoryDrive * this\, AActiveUnit * param_1)","9"
"~ATerritoryDrive","00614ea0","void ~ATerritoryDrive(ATerritoryDrive * this)","16"
"ATerritoryDrive","00614eb0","undefined ATerritoryDrive(ATerritoryDrive * this)","42"
"DeinitialiseStatic","00614ee0","void DeinitialiseStatic(void)","1"
"InitialiseStatic","00614ef0","void InitialiseStatic(void)","1"
"CreateObjectInPlace","00614f00","TObject * CreateObjectInPlace(void * param_1)","26"
"CreateObject","00614f20","TObject * CreateObject(void)","34"
"GetClass","00614f50","TClass * GetClass(ATerritoryDrive * this)","6"
"Need","00614fe0","float Need(AThirstDrive * this\, AActiveUnit * param_1)","107"
"Avail","00615050","float Avail(AThirstDrive * this\, AActiveUnit * param_1)","47"
"~AThirstDrive","006150e0","void ~AThirstDrive(AThirstDrive * this)","16"
"AThirstDrive","006150f0","undefined AThirstDrive(AThirstDrive * this)","42"
